1.091758711408970939e+01,-1.186134379084300861e+00,6.197927678672349172e-02,2.013015833465679094e+01,1.418968476341287421e-01,5.059632604483916829e+00
9.515350369233608774e+00,1.255494181164961698e-01,6.014016826455163001e-01,2.017037853334905506e+01,1.456127124105204840e-01,5.099962437083994438e+00
9.022258487104478419e+00,4.968510643528854520e-01,-1.620585975747036375e-02,1.964801379108369517e+01,-1.531940507911614402e-01,4.887542886856235391e+00
9.255298756044192388e+00,1.122168709065420211e+00,-1.215780482395870804e-01,2.011532220149676675e+01,2.403189755453937204e-01,4.926460783643791252e+00
9.577946880974893773e+00,-6.530518632894815045e-01,-1.827502462809844214e-02,1.994152524255407855e+01,2.312271051378216036e-01,5.216904183118402649e+00
1.028573111354195468e+01,-8.928940746391196281e-01,8.991718566954413905e-02,1.994897765270680168e+01,2.410602034461779009e-01,5.022531485893643399e+00
9.329046380583008613e+00,-9.880988940758623773e-01,7.451030942023534331e-02,1.992023244483258893e+01,-3.121022380519175576e-02,5.007074685668719383e+00
9.962679963041274789e+00,-8.291058006445870543e-01,-9.454937155794616854e-03,1.986244334686794488e+01,3.013872189047508976e-01,5.014544491572690887e+00
1.036442162735096950e+01,3.231236705114330920e-01,3.755255995023366600e-01,1.989563263856335595e+01,2.593367402695911372e-01,4.916787980257084634e+00
1.101910414865978005e+01,-1.792839638899373367e-01,-3.130099259427712721e-01,1.995791931458254709e+01,4.765114348191679672e-01,4.826461752350055256e+00
1.000195230266756852e+01,-3.213030730358382159e-01,-9.304819699349413387e-02,1.999984381055444160e+01,3.627742289423094846e-01,4.936370247695199609e+00
9.748695687770819518e+00,-7.688650091778823636e-01,7.454050342345949764e-02,2.007307784333042733e+01,2.506839143356853761e-01,4.889714271693260450e+00
9.920786038683541364e+00,-6.889813171410341663e-01,-1.569999446411619315e-01,2.032128213005444906e+01,3.844986735043809389e-01,5.117300705199911093e+00
9.399020506991824675e+00,1.467501510549055865e+00,-3.464504820961005205e-01,2.013243766934467516e+01,2.664788891218327072e-01,4.967554201319579477e+00
1.003777554627236590e+01,9.649549415531013530e-01,2.329432691583883941e-01,2.010776822720593060e+01,2.556269852056653469e-01,5.031200464814297391e+00
9.783854168385161643e+00,9.126311257355015361e-01,1.798999595973795329e-01,1.992986728580283895e+01,3.082474543951212453e-01,4.641118600515184767e+00
9.268856816223198791e+00,2.087670860546425311e-01,3.967789975524673718e-01,2.011512164554596893e+01,2.318968537861349211e-01,4.890103801446842091e+00
1.071249498937888056e+01,6.476157235163061410e-01,3.429543494436288528e-03,1.986282680759415342e+01,8.232042841893917606e-02,5.068832456070190950e+00
1.006544354419198761e+01,7.386084437415711967e-01,1.859658927485607072e-01,1.969497016446529614e+01,2.548783791749889005e-01,4.913237039377701620e+00
1.022199339550759234e+01,-6.534466242346875786e-02,-2.239861882378314517e-01,1.989361757865466984e+01,2.240944037338740702e-02,4.860798071809182552e+00
8.872446962804353632e+00,-4.009749392141301327e-01,-7.585212721752297715e-02,2.000298053016532052e+01,5.350547077273379304e-02,4.962672739399847543e+00
9.384591448549052473e+00,8.212273032485035706e-01,1.781786009437996698e-02,1.993320296910359701e+01,5.954696231520403837e-02,5.121113733891716535e+00
1.059957337504352282e+01,-1.237630601548007858e+00,-6.700983897338917694e-02,1.989675339157763290e+01,3.896146409544504197e-01,5.116731782241775939e+00
9.877068655358836935e+00,6.922219036149092064e-01,-2.421387256605304628e-01,1.987739388509324812e+01,-5.667281336084234455e-02,4.893941741705896575e+00
1.061874374881579186e+01,9.567371450356076945e-01,3.047785056958814964e-01,1.995731639605166663e+01,1.024266137694111733e-01,4.923781221401422492e+00
9.933798403694094503e+00,1.419069095844537332e+00,-1.788958406453276251e-01,2.002838124141137399e+01,3.315914827631578077e-01,5.076318166630064965e+00
1.017286061170057643e+01,1.935996603868979649e-01,1.596106507072629355e-01,2.002707428150346303e+01,1.760416638999099115e-01,4.994781137541951743e+00
